optimizer,dataset,seed,min_sse,params
cmaes,basin_hopping_1,3,37650.36356722,"[0.006688836975104456, 0.20940931232056825, 0.48391097464220584, 0.49921999424080427, 0.4600150014971363, 0.0004431044310718033, 0.0001202601984105996, 0.009917897204458107, 0.0009787154608777333, 0.00010000159353241897, 0.001974244085959459, 4853.859011938371, 4.971810560289949e-06, 476070.8442773412, 747930.2763787275, 19326.619189860852, 9.988538745223133e-06, 3.85761609966499e-06, 1.2375135461631912, 0.009555798693445148, 931726.1131183158]"
cmaes,lshade_1,9,66109.21845826,"[0.01384213396679669, 0.49666509218681454, 0.4985381538075288, 0.1255260855136875, 0.04504830654246338, 0.009947344207879173, 0.00011347219040491792, 0.009979643021404987, 0.00989116834773057, 0.009942191355004352, 5.0001994955369075e-05, 830334.7284449647, 9.353427541161262e-06, 525570.9949279691, 959.8426586557514, 232197.15044111616, 9.999529911044547e-06, 3.228905726796837e-06, 1.013011703924918, 0.009264276551406261, 218546.94681061493]"
basin_hopping,basin_hopping_1,9,79844.06775043,"[0.0027932749634000118, 0.011013043673744487, 0.33567589008651827, 0.007528190987818313, 0.007500313421347965, 0.0001, 0.01, 0.0020730318860147754, 0.007971576508278276, 0.0069710508447655, 0.008830957229966706, 956394.2339076322, 9.98928166796198e-06, 445241.16173071443, 11240.93059428022, 475968.7006210247, 1e-05, 1e-08, 2.9342317943471703, 0.01, 813153.7342818045]"
basin_hopping,dual_annealing_1,8,71324.70210147,"[0.01952289064519582, 0.3150574121542723, 0.0006404626518801371, 0.0035869550858571644, 0.4520569216391257, 0.0021365829870913116, 0.004829686747848946, 0.0034829872591955625, 0.009994427548635075, 0.006466572213435357, 0.006469128038575795, 903464.3999242558, 1e-08, 733080.6120309216, 73876.64008333017, 803560.7159380855, 1e-05, 1e-05, 1.2806892889487778, 0.009992695210307812, 327169.14034977806]"
basin_hopping,dual_annealing_1,6,44849.34991916,"[0.16707068323583527, 0.0005, 0.46487098239131536, 0.035512892663823174, 0.035513193739480024, 0.009771636345847363, 0.003132550567691987, 0.01, 0.0029350011234177066, 0.00657063088979102, 0.006563887793363745, 149893.7336574959, 9.31591166324672e-06, 21330.86040733927, 173079.9010454804, 214868.51610511693, 1e-05, 1e-08, 1.4485194315170262, 0.009975937190086884, 372594.0936633029]"
pso,lshade_2,4,3377404.50471543,"[0.34655145729046594, 0.4020925473079976, 0.4109247628638074, 0.09065381877426487, 0.30786075780884686, 0.0025062856162086063, 0.004163686794047424, 0.0052628364944077854, 0.004316098355047493, 0.008057470523956634, 8.530889061073889e-05, 168068.81492232438, 4.684909789544273e-06, 530282.8146416749, 488003.46266495483, 468785.3506330849, 5.182203674815565e-06, 4.6997963586624204e-06, 1.49887111054157, 0.0007758400616024337, 915635.8476294791]"
cmaes,dual_annealing_2,8,35355.81866726,"[0.02048881765997749, 0.05859253789633112, 0.23471645993025614, 0.1877065966798283, 0.08597061529704542, 0.007498925486738965, 0.007636677962382618, 0.008966826847354654, 0.008250020227793859, 0.009617418938031537, 0.009990548240832288, 722104.3183152804, 1.7345313821343884e-07, 719027.9898695558, 132.7683587384966, 601511.6825998574, 9.999939428090359e-06, 9.932555665867418e-06, 0.6897771464941937, 0.008982633342786442, 7544.222416406193]"
lshade,cmaes_1,9,116688.68323697,"[0.3137584482641212, 0.1921083972223907, 0.1131659058763557, 0.192259945744368, 0.011664789379772583, 0.004849741365467268, 0.003984039781736665, 0.006788524146054521, 0.007484893792714912, 0.0023626228676691834, 0.0035904436496278927, 568601.1046141845, 2.7149073279750485e-06, 323720.722128651, 300856.3112674699, 552271.930286505, 5.4422158470471515e-06, 7.233254602484855e-06, 0.5, 0.004455387666820935, 100.0]"
cmaes,cmaes_3,9,46948.84353348,"[0.00445157292496353, 0.4886483362945226, 0.46008956814826535, 0.49997754931875815, 0.07584220208502501, 0.00010000460384867808, 0.0024136656691702567, 0.005560303277957662, 0.0008023259261927964, 0.0011700253493591832, 0.00011342983358488616, 439507.5535712005, 4.2835996217679744e-06, 373215.43162616016, 695189.9386647525, 350.26562366839437, 9.495304184203796e-06, 3.476727049919189e-07, 0.5048338761993822, 0.00987463379672729, 556878.8448766009]"
lshade,pso_2,8,35418.01512636,"[0.24860021294004672, 0.11515003586477188, 0.3779159367600498, 0.2862864988029565, 0.18395180203307848, 0.005185833982896628, 0.003962374326040883, 0.00856777170936459, 0.0009083639704272632, 0.008187931236035664, 5e-05, 557345.4323864199, 6.266060917491365e-06, 736800.5060720019, 607927.2292326231, 627093.2730676291, 5.875326350480756e-06, 6.451086441236052e-06, 0.5713171292726269, 0.0076519066259127504, 886327.9471633848]"
basin_hopping,basin_hopping_3,3,313802.33735783,"[0.43387912780146903, 0.49571593513672035, 0.4959607499380804, 0.10856770083685988, 0.11553328619371557, 0.0001, 0.009958047129058815, 0.009958000714843039, 0.009958389285492157, 0.0007478285040697907, 5e-05, 497763.2300483757, 7.090391731143166e-06, 370823.15832211095, 203947.7549954857, 43209.49015111448, 1e-05, 3.228251106415469e-08, 0.5038252875075475, 0.002243580331910002, 955302.9959483095]"
cmaes,basin_hopping_1,5,38778.76350089,"[0.0037393443196861204, 0.09000226089585356, 0.03124928707636104, 0.1811712785468373, 0.12860102016337907, 0.0004711758007511203, 0.002888265043816844, 0.00983920627618221, 0.009439775323445325, 0.009956549829461252, 0.009699473511700887, 960729.9262790199, 9.997219612879764e-06, 323287.456472088, 430561.00295612536, 237.74252751477408, 9.995328545243921e-06, 6.959100141079467e-06, 0.5698139603912583, 0.0036686373809446103, 26549.966276440697]"
lshade,cmaes_2,9,160494.92229633,"[0.19523060455065683, 0.02300019914453723, 0.2972025970960502, 0.3930886160461936, 0.0005, 0.0052200242413148, 0.0001, 0.002933455464062531, 0.006381679167915742, 0.0017673895194156826, 0.005592995977292887, 658143.0451587436, 8.46310854512973e-06, 554093.0885732839, 646494.7948106711, 728985.0395814221, 9.02840796949214e-06, 1e-05, 1.585783497198831, 0.005416333593256871, 100.0]"
pso,basin_hopping_3,1,3180874.90990293,"[0.22107960587460146, 0.19534019163739735, 0.49632434562991606, 0.21648647712545824, 0.06255570475934163, 0.0054651020314625065, 0.00573500351321561, 0.004449336647078306, 0.00651349492969998, 0.004479851784919017, 7.792540451891268e-05, 428450.8859342416, 4.643312821538482e-06, 635599.9071962533, 411824.7853567039, 610912.4047385887, 5.1395333788475075e-06, 2.9756631599617365e-06, 0.9013917432898495, 0.005173918069522038, 493752.07948633865]"
basin_hopping,cmaes_1,7,114190.46557252,"[0.0072925168100845695, 0.3606493320491774, 0.0005, 0.45816942434020913, 0.055307628717197875, 0.0011693947841938382, 0.007293285776621561, 0.01, 0.01, 0.01, 0.01, 834741.621830078, 9.993860122099316e-06, 735825.2397781536, 294168.2540680448, 560381.3309238915, 1e-05, 1e-08, 0.5, 0.0044273319004944755, 833921.6483052047]"
pso,dual_annealing_3,8,970664.74959315,"[0.06620073289998632, 0.2578293092639936, 0.4512456935455563, 0.3313943197742187, 0.3298817985248574, 0.006054916989342272, 0.0030766728562311493, 0.0010633782919083254, 0.0022278953063391933, 0.009392371120564352, 5.4776041591387756e-05, 557814.6345216236, 2.206674327797274e-06, 545579.3499279044, 534777.9874288695, 187502.470898863, 8.012778361300391e-06, 1.6470004319586e-06, 0.7104964446523798, 0.0027299294935493722, 614479.7933052643]"
basin_hopping,pso_2,10,35350.71560286,"[0.062167475818446595, 0.49386448820682016, 0.2719413519535055, 0.12647591756032608, 0.2979386216742355, 0.0016775192300797815, 0.0024040223251896174, 0.00835115570679854, 0.0024101282572276082, 0.0077375678053082314, 5.0594161508123956e-05, 987855.012799147, 9.986037694482922e-06, 969424.0261462373, 916407.1977989108, 941553.6958912378, 1e-05, 9.970173214458264e-06, 0.951194537574113, 0.008209093460696001, 909264.133346416]"
lshade,lshade_2,10,56390.23497492,"[0.0005, 0.43224018876531073, 0.3844358301150312, 0.30906254757059237, 0.3812717690247258, 0.00750468239966655, 0.0075416059826571786, 0.006619223620593658, 0.0014997947066870405, 0.009283221362381416, 0.006921307027601999, 523887.5174525462, 9.904945207658323e-06, 593943.3287219185, 100.0, 100.0, 8.59164318929422e-06, 6.160520825649606e-06, 1.5252881233245932, 0.005834767024677065, 952354.8750747709]"
lshade,lshade_2,7,50779.72857997,"[0.03994667606472914, 0.45274708141395054, 0.2670166273030103, 0.0005, 0.2719036762271209, 0.0027756411202945848, 0.004380551751520936, 0.004658625678270724, 0.003889155216317858, 0.0030230266836084683, 0.005774062157989035, 1000000.0, 2.004570721670527e-06, 100.0, 107527.58811625771, 716382.1733968464, 1e-05, 5.940342214388125e-06, 1.987991659267081, 0.01, 691201.1946321202]"
pso,cmaes_3,8,971611.28451649,"[0.007838752664237891, 0.033228536294434396, 0.043496933198986454, 0.008136296784477914, 0.07704345917389277, 0.0017110273639298137, 0.004396741189337391, 0.006616976506213176, 0.009388920964364769, 0.009626033694696638, 0.006026069509801708, 230184.03732059852, 3.7656241553289042e-06, 223890.27900664188, 552983.8511673779, 310077.21900586423, 6.775950792457816e-06, 9.775091721183556e-06, 1.7761210680346338, 0.007868791396896042, 136905.5747058103]"
lshade,pso_3,1,49173.08732491,"[0.40078732936869327, 0.36436329863965666, 0.3908928314827565, 0.2975069653778349, 0.5, 0.01, 0.006059339690909302, 0.008397830524246029, 0.0059164388157965046, 0.009546023199157644, 5.186640956003703e-05, 398670.9186910008, 2.0024763763972057e-06, 600894.7937191979, 576705.4349903247, 361652.7785610416, 6.07103884702338e-06, 1.4843841784843797e-06, 0.5, 0.0051892480289234145, 395328.0488612129]"
pso,pso_3,9,1093335.34763066,"[0.36826814413067677, 0.36645929933662474, 0.22947665654388377, 0.26605539240571485, 0.0370765805528297, 0.0025789216525003234, 0.004465345762739535, 0.007380325030929965, 0.005425902739887312, 0.0031097916125688825, 9.921793272439812e-05, 617006.0267892111, 1.1146697656369908e-06, 725939.4713621066, 133303.92908821953, 670534.2294464591, 5.402918670247323e-06, 7.424499832921244e-06, 1.094480399463133, 0.00621685524807394, 674559.4560420797]"
lshade,pso_1,6,48715.36960483,"[0.4783728744904968, 0.24322057435289252, 0.35197378947619423, 0.5, 0.11233193367257369, 0.01, 0.007181078705268325, 0.007535502564209309, 0.009743868247373985, 0.01, 5e-05, 813304.135966894, 5.710229832031344e-06, 574769.0688295412, 1153.6219758521618, 3234.6640876467795, 8.776902207015831e-06, 9.38266894730605e-06, 0.763324252849588, 0.006070545620289567, 1000000.0]"
cmaes,pso_2,3,35425.0912581,"[0.4628920322998603, 0.2400968677265094, 0.1614552403309173, 0.3974141167763897, 0.30428698949884825, 0.009608069752659841, 0.00713006346348649, 0.0033001906033066743, 0.005254361545149778, 0.0075650266158187466, 5.000000108349213e-05, 228471.12614114737, 6.038580059117782e-06, 528376.7348454631, 390511.14396439266, 264116.5099023535, 2.461291659260382e-06, 6.481603927093954e-07, 0.5323936177800919, 0.0007909419601948245, 994284.4916632519]"
dual_annealing,lshade_3,9,207419.12253071,"[0.14102195492080222, 0.4991859090156586, 0.3350119465410559, 0.3791149057968241, 0.01703206012081094, 0.009819042153619971, 0.00010565589115063927, 0.005485399751151278, 0.00010472449351927091, 0.0009257975463740672, 5e-05, 954455.0902336845, 3.893254834639831e-06, 717870.6939400256, 688829.1246277287, 600142.9159369117, 1e-05, 8.990323561743923e-06, 0.5948985913612366, 0.00039912030300048423, 107476.11804651663]"
basin_hopping,pso_1,4,83218.24621795,"[0.49999800352705775, 0.49994162323281366, 0.4999709667473284, 0.4964309630116093, 0.018562288683707844, 0.00964097995094287, 0.009999939821217198, 0.0004118646529573534, 0.00045907149230297006, 0.009640375272974023, 5.0010000000000004e-05, 1025.2671438720156, 1.6321619704605837e-07, 11949.534302291468, 12518.561337085299, 104.66259098137036, 9.938594160855452e-06, 9.993886764697238e-06, 2.5125778824830736, 0.009999946763434527, 11940.850422933596]"
basin_hopping,dual_annealing_1,5,43365.91703517,"[0.20214210101548855, 0.11183108240653301, 0.0045005492334781435, 0.21685915764220798, 0.165378583424141, 0.0008796319543620352, 0.009998874145178258, 0.0004066708668977405, 0.0033872802246439735, 0.0014060575355816386, 0.004117695273185076, 115.27751207355563, 1e-08, 999332.7843646024, 102.33352910292996, 100.62822339111179, 7.851729279335575e-07, 1.1463354743078269e-06, 2.4197904771559338, 0.009227574289178414, 999996.8479536492]"
basin_hopping,cmaes_3,4,72068.00196772,"[0.4999929566432709, 0.4719741012370166, 0.4999544904755046, 0.29217838001044977, 0.0714473521625983, 0.0001, 0.004217272297043804, 0.00997331157041397, 0.004222940441129448, 0.002568099929246062, 7.486356129061652e-05, 341.5309019841166, 1e-05, 11357.233940086817, 11344.899919140698, 249.56119221272218, 1e-05, 9.496220353506665e-06, 1.2024599156763083, 0.0037373081262758075, 11243.214812623335]"
lshade,basin_hopping_1,6,63872.564746,"[0.11299856673082824, 0.2585438233373352, 0.40367264910139666, 0.16106962192170482, 0.058074346161544346, 0.006683565651122952, 0.0001, 0.008692334662538976, 0.01, 0.0017226381568388382, 0.00560712717017813, 244083.55681586344, 6.608513850340317e-06, 433570.0287653889, 358774.1670161546, 216032.13406992567, 9.53078618866227e-06, 6.271080380581586e-06, 0.5, 0.007717895197853015, 100.0]"
dual_annealing,pso_3,7,49853.88832726,"[0.22715903590693567, 0.352386286722399, 0.1897131373665389, 0.1843470366811032, 0.39832553959739536, 0.0022268189228799233, 0.007137240159610692, 0.004103363741448804, 0.006437007733402738, 0.008415194634363998, 5.222626621606427e-05, 425692.74564977945, 2.719072203645934e-06, 835120.443549584, 167924.11201201606, 411730.0814605916, 9.70100362207403e-06, 9.578267162611175e-06, 0.663006230913776, 0.0010604493995871312, 654618.633266205]"
cmaes,cmaes_2,2,333892.34964977,"[0.3814896623049313, 0.4998995425863255, 0.1818119890865184, 0.03336248828589765, 0.14891313376686055, 0.008644102029970664, 0.00991752683848692, 0.001923649981520748, 0.0003961508788710716, 0.0008619893786900062, 5.00000055205545e-05, 998187.0474387654, 4.875862950718831e-06, 382654.4947192592, 957065.7836204853, 704518.347434516, 9.969593650555233e-06, 4.975490617007774e-06, 0.5305422725924634, 0.0037291029426156494, 575785.8923993227]"
dual_annealing,dual_annealing_3,3,35266.48579542,"[0.12931563954127895, 0.0005, 0.09008689247746572, 0.09289044030095009, 0.09299059449245799, 0.002571392356333191, 0.007918309608595428, 0.01, 0.00825558298184517, 0.008641399889421201, 0.006224195621519599, 61763.060863183026, 6.750938149509896e-06, 818503.1244664647, 719640.2718060212, 177677.54811226454, 1e-05, 1e-08, 0.730503959250432, 0.006577545307206137, 414564.4432441026]"
dual_annealing,basin_hopping_1,4,231598.09737508,"[0.059874556836334546, 0.2234840460971232, 0.1061816083263209, 0.0762347431092153, 0.06056930734848295, 0.0001, 0.008595577674197162, 0.01, 0.00852636913646864, 0.004116421115095853, 5e-05, 114798.75545358409, 1e-05, 279505.8056985122, 624679.0340498618, 620521.8815267116, 1e-05, 8.664609854949164e-06, 0.8905127839708717, 0.00999285982129175, 861043.8646049177]"
dual_annealing,cmaes_2,9,424634.69147418,"[0.16494950453567675, 0.4872300549002297, 0.08456608039690479, 0.1371929698160539, 0.26529491242879305, 0.006892727616117279, 0.008344668430641963, 0.007972256324345013, 0.009860565301612313, 0.0016588048928049607, 5e-05, 14543.429042554591, 9.994669224954681e-06, 772845.9906783546, 628787.7303440878, 457458.11868143105, 1e-05, 9.997637811451092e-06, 1.5367879693759112, 0.0028282339085588036, 877225.8121144408]"
lshade,dual_annealing_1,5,76048.64330072,"[0.21045019766946574, 0.20034805841588782, 0.0005, 0.2767437000970599, 0.0029281290919283692, 0.0006555842451784252, 0.005024129784747326, 0.005253661958885373, 0.01, 0.004159926915600043, 0.0031080049291509677, 723273.6615799449, 3.523599593824782e-06, 623803.8635138695, 258720.96266160443, 369347.6590023074, 8.429941756738789e-06, 7.098080497785325e-06, 1.0749054530125246, 0.008563480547928503, 91405.09141958892]"
cmaes,dual_annealing_1,10,41844.4019562,"[0.000592359467018387, 0.309410363029065, 0.4741062121315263, 0.0709051487956445, 0.3502083083581175, 0.009849608056491571, 0.00010107217372107013, 0.0004030251167299175, 0.0001261579627278253, 0.0003112026745898351, 0.009844154522249045, 456935.717871477, 1.5454895496695687e-06, 27019.887313410713, 181.03883749340736, 841.7431740529148, 1.6846658150226072e-06, 3.0342174831640996e-06, 1.8019600905325852, 0.009995406976310297, 938871.7671499676]"
basin_hopping,basin_hopping_3,4,110624.96864373,"[0.30735453722295764, 0.3083475928845101, 0.49162656985461256, 0.0831315946241162, 0.3483579298585336, 0.0001, 0.003353897474897595, 0.0065401300791463075, 0.00600561031304424, 0.0001, 0.009773776592235777, 931.4053341672238, 1e-05, 11999.492518216975, 13425.79845534886, 100.29289049492061, 1e-05, 1e-08, 0.7481389558429393, 0.009177134352246069, 13501.288745884143]"
basin_hopping,dual_annealing_2,2,229184.17233995,"[0.4731966647119985, 0.003768445314814503, 0.003767153173158651, 0.20442451291932068, 0.0017675190977585957, 0.009997194456824328, 0.009975466651730979, 0.005317373697467919, 0.0001313116536767251, 0.009571912998578562, 0.009572668163978847, 915496.3433487094, 1e-05, 682602.3327224465, 588670.206386208, 384260.41741059104, 1e-08, 1e-05, 2.2784283180996856, 0.009519324548061254, 828556.394003489]"
lshade,cmaes_1,1,135241.79243213,"[0.243031300234983, 0.08447211709290785, 0.13578466846923026, 0.45963506541086524, 0.0005, 0.006577161854380084, 0.004938950313508145, 0.0009328615747196007, 0.006154705485043517, 0.005534858310173372, 0.00262845238104233, 132028.5007452483, 9.80991960374682e-06, 100.0, 672150.4938952927, 175112.7429053598, 3.099310088675523e-06, 2.065205827078323e-06, 1.6861384764945637, 0.005023727142661946, 265980.7645501269]"
basin_hopping,pso_2,3,35676.10325265,"[0.4048699161746307, 0.19075892321904908, 0.4635810507206011, 0.008087876800356596, 0.5, 0.009847758804833174, 0.00024184768164364325, 0.01, 0.01, 0.009838348305589821, 5e-05, 484588.85196382075, 7.68709869658341e-06, 392119.5954162471, 228845.02268355587, 37863.444128982104, 1e-05, 9.768556617124805e-06, 2.0482449977328665, 0.0002480746765724385, 991931.5401721958]"
dual_annealing,dual_annealing_1,2,563982.52168091,"[0.4225813244405202, 0.2825464672869472, 0.23209183087988972, 0.042565840910230454, 0.15419616584504825, 0.0001, 0.001519037433228219, 0.00736758980697757, 0.00026935302472794426, 0.009011560386082513, 5e-05, 616976.8555540697, 6.053299530269425e-06, 643325.4312486354, 866280.1475552276, 919624.1456825881, 1e-05, 1.7567355693138233e-07, 1.5389635875211356, 0.008443674687624176, 968370.3167919674]"
pso,dual_annealing_1,4,1538183.87992778,"[0.1269563408359508, 0.20218203312071917, 0.4645354871268059, 0.38441782489647774, 0.33666234140714196, 0.0020581089228062796, 0.004689972337191426, 0.00597162126563122, 0.003843662771385742, 0.007346117143541616, 7.627498477933824e-05, 309297.1320598043, 5.5528943994812455e-06, 753307.8804700326, 200765.39982826263, 138035.8168872483, 6.43374055786353e-06, 7.313028822246938e-06, 0.580425514790817, 0.0032281733109473807, 516882.2985088852]"
dual_annealing,dual_annealing_1,6,1087501.91071257,"[0.002390735746544676, 0.41387782874813306, 0.4332842597215716, 0.07072721483438696, 0.09549390583703914, 0.009999739483591718, 0.005569996909069763, 0.01, 0.003865538654291805, 0.0001, 0.01, 578140.4270911696, 1e-05, 209885.81850679065, 190143.12826594507, 245124.20244276914, 1e-05, 1e-05, 1.193924481251189, 0.008104832361017581, 559158.4956208835]"
lshade,cmaes_1,6,121514.58810542,"[0.015579595124723886, 0.5, 0.42083472965736446, 0.10416038579210632, 0.11948187573987876, 0.006487917442433265, 0.01, 0.0035647411123263376, 0.0001, 0.006569755013046936, 0.0024683569051010767, 241965.3571199961, 4.0019187014159505e-06, 328621.70618822024, 603963.7669430153, 755103.952397389, 6.0025263477031344e-06, 4.797830058378231e-06, 1.127230074827241, 0.004722445199983215, 100.0]"
lshade,pso_3,10,51558.40689322,"[0.49307269415783284, 0.30508521177776216, 0.494274390569792, 0.35422715697899776, 0.07646747897278135, 0.009468843508919987, 0.0017806960355824478, 0.0076551546754898, 0.006325547351871221, 0.01, 5e-05, 595353.1254283756, 5.691360474972675e-06, 617630.1423697136, 756842.4096628698, 965474.3392461737, 9.674021969238487e-06, 3.917471779692188e-06, 1.257175098516546, 0.0013868638754197388, 903751.9071153289]"
lshade,cmaes_2,3,165442.46422086,"[0.23095315756104093, 0.21170696667724642, 0.2956883561541222, 0.0005, 0.2918663307856559, 0.006284754238073729, 0.0051424185158697126, 0.00935269504390261, 0.009148983578011157, 0.004326188238436974, 0.0030715268567385627, 353254.36930675537, 3.4321140153276157e-06, 645753.1278882729, 529375.6430796628, 598987.5747248845, 8.538380484550688e-06, 5.188598945398265e-06, 2.1055818472640406, 0.009584954907851898, 100.0]"
dual_annealing,basin_hopping_2,1,628395.93286438,"[0.02748879710335799, 0.42957173228510637, 0.39512078609066037, 0.16649923285309814, 0.039385371564806336, 0.0001, 0.00010834491057001832, 0.01, 0.0001100343301917338, 0.0001, 0.00033969399415199083, 883330.8684090312, 9.914988179760405e-06, 970811.955684051, 313444.89228717, 128437.27856183476, 1e-05, 1e-05, 0.5234993423482444, 0.01, 827223.6646206]"
pso,cmaes_1,4,1758644.05022004,"[0.1269563408359508, 0.20218203312071917, 0.4645354871268059, 0.38441782489647774, 0.33666234140714196, 0.0020581089228062796, 0.004689972337191426, 0.00597162126563122, 0.003843662771385742, 0.007346117143541616, 7.627498477933824e-05, 309297.1320598043, 5.5528943994812455e-06, 753307.8804700326, 200765.39982826263, 138035.8168872483, 6.43374055786353e-06, 7.313028822246938e-06, 0.580425514790817, 0.0032281733109473807, 516882.2985088852]"
pso,lshade_2,9,1312509.1387216,"[0.07802097708406924, 0.19055133012013564, 0.47737309053325955, 0.03398550022821201, 0.126725779145398, 0.004772031797159693, 0.0027621648980782486, 0.00792129593519799, 0.005535610970988638, 0.004377394052986886, 6.997263662017488e-05, 644677.7618474576, 1.8437880134155328e-06, 614227.8387253012, 626113.3874420717, 31811.857357329107, 2.45000120837104e-06, 1.7196969370628018e-07, 1.6957950895138105, 0.003109433339455539, 596020.3718214586]"
basin_hopping,pso_3,5,51976.12537892,"[0.20299706944993975, 0.49999418126326883, 0.18666943481362602, 0.44773023255275207, 0.03426373901517468, 0.00991901128788403, 0.006499494686295345, 0.0065702645736559605, 0.000388902016953501, 0.008799597371246994, 5.238568578741299e-05, 765430.0706222794, 6.1568328244477955e-06, 25571.087832274574, 102658.33218155538, 155477.70081605046, 1e-05, 9.44967613364719e-06, 0.6376036632083387, 0.006584628238384883, 444597.6493853477]"
lshade,cmaes_3,8,126343.45145368,"[0.11276233174221431, 0.1468684004417053, 0.18577663362805757, 0.0005, 0.2007101734064573, 0.001296633110508598, 0.007624452515644213, 0.0045540845226855545, 0.007854931367924133, 0.003115253186518088, 0.004611457447033182, 678712.2426801572, 6.3328300659077845e-06, 698874.0254917043, 493179.13664574677, 338035.2278486127, 8.735245823303818e-06, 3.298073166361474e-06, 2.1771688438415935, 0.004306686468894018, 100.0]"
cmaes,lshade_2,9,253078.41293202,"[0.4998878052803955, 0.49964577656336473, 0.4990016649380941, 0.07567873237321884, 0.2918304150661557, 0.007052850524252412, 0.0018595135956648444, 0.0008839967577807485, 0.004610315202036639, 0.0007801226012592296, 5.0000000349022984e-05, 790568.7080953079, 4.0245197353740904e-08, 861475.2304081952, 709441.7431055158, 12908.882290635685, 1.6885169043133797e-06, 6.852346775427351e-06, 0.5013314892110802, 0.009329493441913023, 996640.648868774]"
basin_hopping,pso_2,8,35487.25175534,"[0.5, 0.4983989689842123, 0.1760006302326571, 0.24740351198054739, 0.12465472960247068, 0.006761557720838279, 0.009999985237495871, 0.0033047987881072013, 0.003338442712393179, 0.006761554402474719, 5.0535637764445384e-05, 896656.0965098839, 6.728956911815103e-06, 741559.5679225752, 71440.8130566582, 796078.7323163877, 9.948845748856054e-06, 6.731570673915951e-06, 0.5560886286250755, 0.009999985222770564, 325409.26165194885]"
dual_annealing,pso_3,2,48964.47404997,"[0.44422497675007677, 0.28117543016480084, 0.23052485928195265, 0.04409478673177904, 0.15598178421511186, 0.0012891363700607537, 0.0025037990635032783, 0.007530442350145668, 0.007906350575449594, 0.009884612490711715, 5.2380832976812373e-05, 627392.2055031704, 2.925262467742583e-06, 629443.8342863544, 875616.2751905522, 921052.096935362, 1e-05, 9.861111544228623e-06, 1.553193004699865, 0.007765771361101095, 952908.5365894692]"
basin_hopping,dual_annealing_3,6,37035.21085715,"[0.17372884345481, 0.0008139171407451644, 0.47855201577000867, 0.03132601746578163, 0.031308568179722655, 0.00999207314183933, 0.01, 0.009858094515639484, 0.00469680134945095, 0.004955459521468336, 0.005108670218421127, 149893.7406748237, 9.413635177591767e-06, 21330.861059242492, 173079.9071099527, 214868.52246293265, 1e-05, 1e-08, 1.3374693955918453, 0.005864138358124297, 372594.09465695644]"
dual_annealing,pso_2,7,35500.81034307,"[0.2543675707810808, 0.4174829121612894, 0.24959570982640597, 0.18016603840335232, 0.3482675748080638, 0.0035976535830649363, 0.009999017804807308, 0.005116068931640361, 0.004541254604157399, 0.008576959792244, 5e-05, 602417.7765471215, 5.9340825186096155e-06, 745680.5658610218, 417790.0716614782, 327292.57092968613, 1e-05, 6.566785869763654e-06, 0.7923604592340086, 0.004444359100333737, 832114.8844400865]"
dual_annealing,lshade_2,4,50787.58421204,"[0.06506473129607303, 0.12034755938257179, 0.07708392688546757, 0.0464067179702075, 0.24644681792591458, 0.00566262930605669, 0.0025308738393572594, 0.01, 0.006528875223328862, 0.009303678170581529, 0.006874596247565969, 317921.4388012543, 1e-08, 893.7776260882995, 23299.9677266918, 869864.1530365306, 1e-05, 1e-08, 0.6118737598450904, 0.006269227092972923, 400987.7373704294]"
basin_hopping,lshade_2,9,45043.99295112,"[0.011165318960347899, 0.0013775657982025575, 0.17012808217920122, 0.008140291150716796, 0.008142310287076397, 0.0001, 0.01, 0.00029746961668612114, 0.000775922108035088, 0.005886231743886674, 0.009999827890711568, 956383.933481508, 1e-08, 444283.36374963005, 11260.93818275438, 475084.7575503467, 1.3548726353427647e-06, 6.162483356314597e-06, 2.820804929007535, 0.01, 812828.005345293]"
pso,basin_hopping_2,7,3135347.74674739,"[0.23551484540150927, 0.1377721891469353, 0.2370392982846448, 0.10457781109412223, 0.15902029003508072, 0.006107060859411976, 0.004541507037053172, 0.00045382724737854545, 0.008604967813339566, 0.00010213814362893849, 0.005560329422132608, 343311.92858272954, 8.292559091585963e-06, 308323.75175155647, 414474.5593267069, 83406.16553419014, 6.392824222119672e-06, 3.85276948151739e-06, 1.0180410590310993, 0.0007233306787107561, 448805.1159803171]"
basin_hopping,pso_3,2,49320.41097487,"[0.21702381206262303, 0.3353530446930406, 0.49068229409657854, 0.4999999994163803, 0.038890090485715886, 0.00995889884689343, 0.009999994995009816, 9.13080123920607e-05, 0.009999995312836846, 0.009958933509255186, 5.2702139699000385e-05, 927731.9721702693, 9.966248413901543e-06, 376284.00009526225, 386847.61435942637, 564409.3953358855, 9.996628726105445e-06, 9.960862762121016e-06, 1.1468738779981196, 0.009999994968925827, 747129.7311150122]"
dual_annealing,basin_hopping_2,7,829692.21764934,"[0.24124800328339147, 0.11348919782825202, 0.11770222361450375, 0.10061809401663267, 0.001949063473612286, 0.00112143829798783, 0.01, 0.01, 0.009989632938223447, 0.0001, 0.00025763175322311645, 979628.6429086612, 1.0099031275314494e-08, 200822.2742599661, 105.00778672488984, 63065.76772053261, 1e-05, 1e-05, 0.8601133662163936, 0.01, 516804.079065016]"
